"KDSATKER","KDDEPT","KDAKUN","REALISASI"
"578885","005","425131",4884816
"604719","005","425131",3274840
"604723","005","425131",22243000
"604744","005","425131",476628
"604751","005","425131",1360359
"604765","005","425131",2179488
"610378","005","425131",14571945
"613519","005","425131",30835440
"614670","005","425131",2542277
"614684","005","425131",936000
"614706","005","425131",39860
"614710","005","425131",1438000
"614731","005","425131",0
"614769","005","425131",982062
"614773","005","425131",335016
"614780","005","425131",1091615
"614883","005","425131",8007090
"614890","005","425131",8271148
"626156","005","425131",4140480
"631999","005","425131",946650
"632001","005","425131",2021250
"632018","005","425131",50450
"632043","005","425131",0
"632064","005","425131",357662
"652020","005","425131",1271320
"652034","005","425131",0
"652041","005","425131",3832836
"652055","005","425131",633478
"652062","005","425131",1192545
"652076","005","425131",211200
"652102","005","425131",5315202
"652119","005","425131",3030720
"652123","005","425131",757680
"652130","005","425131",5062129
"653458","005","425131",21362880
"662972","005","425131",27711000
"662986","005","425131",6779600
"662990","005","425131",20475248
"663005","005","425131",8970192
"663012","005","425131",3907910
"663026","005","425131",30688992
"663030","005","425131",13002702
"663047","005","425131",3618794
"663051","005","425131",7326370
"663157","005","425131",218958040
"663161","005","425131",20885000
"663178","005","425131",1610750
"663182","005","425131",1071000
"663335","005","425131",0
"663398","005","425131",25699000
"663403","005","425131",30044335
"663712","005","425131",0
"664522","005","425131",6445923
"664539","005","425131",18790428
"670184","005","425131",5994100
"670191","005","425131",246180
"670206","005","425131",20078712
"670210","005","425131",2888872
"670227","005","425131",3706130
"670231","005","425131",14225430
"670248","005","425131",10891743
"672910","005","425131",0
"672927","005","425131",1653750
"672928","005","425131",0
"672931","005","425131",15562360
"672952","005","425131",0
"672969","005","425131",636870
"672973","005","425131",0
"673009","005","425131",4263000
"673013","005","425131",2460600
"673020","005","425131",763450
"673034","005","425131",1483000
"673041","005","425131",1340336
"673055","005","425131",597960
"681422","005","425131",1200193
"681439","005","425131",246900
"681443","005","425131",244167
"681450","005","425131",900000
"682150","005","425131",1800000
"682185","005","425131",0
"682192","005","425131",151536
"682211","005","425131",55000
"682232","005","425131",767382
"682249","005","425131",209286
"682260","005","425131",1014552
"682274","005","425131",1357680
"689309","005","425131",1035761
"099063","005","425231",3420000
"099064","005","425231",150000
"099065","005","425231",500000
"099068","005","425231",200000
"099072","005","425231",10000
"099075","005","425231",20000
"099077","005","425231",290000
"099078","005","425231",10000
"099079","005","425231",890000
"099081","005","425231",0
"099082","005","425231",180000
"099084","005","425231",0
"099089","005","425231",40000
"099092","005","425231",200000
"099093","005","425231",0
"099094","005","425231",90000
"099095","005","425231",0
"099096","005","425231",30000
"099097","005","425231",10000
"099098","005","425231",30000
"099100","005","425231",0
"099101","005","425231",0
"099102","005","425231",110000
"099103","005","425231",100000
"099104","005","425231",10000
"099105","005","425231",50000
"099106","005","425231",0
"099107","005","425231",40000
"099110","005","425231",0
"099111","005","425231",0
"099112","005","425231",0
"099114","005","425231",11790000
"099115","005","425231",200000
"099116","005","425231",60000
"099118","005","425231",0
"099119","005","425231",70000
"099121","005","425231",20000
"099122","005","425231",200000
"099123","005","425231",30000
"099124","005","425231",20000
"099125","005","425231",10000
"099127","005","425231",20000
"099128","005","425231",1040000
"099129","005","425231",10000
"099131","005","425231",220000
"099133","005","425231",650000
"099136","005","425231",0
"099138","005","425231",8160000
"099139","005","425231",480000
"099140","005","425231",0
"099143","005","425231",10000
"099144","005","425231",210000
"099145","005","425231",70000
"099146","005","425231",20000
"099147","005","425231",50000
"099148","005","425231",50000
"099149","005","425231",240000
"099150","005","425231",120000
"099151","005","425231",11910000
"099153","005","425231",0
"099154","005","425231",10000
"099156","005","425231",20000
"099157","005","425231",10000
"099158","005","425231",0
"099159","005","425231",30000
"099161","005","425231",0
"099165","005","425231",0
"099167","005","425231",0
"099170","005","425231",20000
"099172","005","425231",0
"099181","005","425231",20000
"099183","005","425231",0
"099184","005","425231",0
"099187","005","425231",0
"099190","005","425231",10600000
"099194","005","425231",70000
"099196","005","425231",0
"099198","005","425231",0
"099199","005","425231",40000
"099201","005","425231",1070000
"099203","005","425231",40000
"099212","005","425231",50000
"099214","005","425231",0
"099216","005","425231",0
"099220","005","425231",1780000
"099224","005","425231",0
"099226","005","425231",8690000
"099227","005","425231",26350000
"099232","005","425231",10000
"099233","005","425231",10000
"099235","005","425231",10000
"099236","005","425231",0
"099238","005","425231",0
"099239","005","425231",0
"099241","005","425231",0
"099243","005","425231",0
"099245","005","425231",0
"099246","005","425231",70000
"099247","005","425231",20000
"099249","005","425231",7350000
"099252","005","425231",10000
"099256","005","425231",0
"099258","005","425231",130000
"099260","005","425231",140000
"099273","005","425231",0
"099287","005","425231",4750000
"099291","005","425231",50000
"099309","005","425231",0
"099330","005","425231",40000
"099334","005","425231",0
"099341","005","425231",0
"099355","005","425231",100000
"099362","005","425231",1730000
"099376","005","425231",190000
"099397","005","425231",110000
"099472","005","425231",290000
"099486","005","425231",0
"099493","005","425231",20000
"099512","005","425231",0
"099533","005","425231",30000
"099550","005","425231",100000
"099554","005","425231",9650000
"099561","005","425231",0
"099575","005","425231",170000
"099582","005","425231",40000
"099596","005","425231",30000
"099601","005","425231",0
"099618","005","425231",210000
"099639","005","425231",20000
"099660","005","425231",50000
"099671","005","425231",0
"099685","005","425231",450000
"099711","005","425231",0
"099728","005","425231",510000
"099749","005","425231",10000
"099753","005","425231",8320000
"099770","005","425231",10000
"099803","005","425231",10000
"099842","005","425231",0
"099859","005","425231",10000
"099863","005","425231",120000
"099880","005","425231",0
"099884","005","425231",0
"099891","005","425231",430000
"099906","005","425231",60000
"099913","005","425231",60000
"099927","005","425231",230000
"099952","005","425231",20000
"099969","005","425231",30000
"099973","005","425231",24860000
"099990","005","425231",20000
"309055","005","425231",0
"309071","005","425231",100000
"309074","005","425231",40000
"309080","005","425231",70000
"309092","005","425231",220000
"309093","005","425231",90000
"309095","005","425231",0
"400008","005","425231",10000
"400014","005","425231",40000
"400039","005","425231",3060000
"400045","005","425231",910000
"400051","005","425231",80000
"400070","005","425231",1240000
"400076","005","425231",450000
"400082","005","425231",4230000
"400091","005","425231",390000
"400102","005","425231",980000
"400127","005","425231",0
"400142","005","425231",0
"400158","005","425231",0
"400164","005","425231",20000
"400173","005","425231",110000
"400189","005","425231",0
"400209","005","425231",0
"400221","005","425231",400000
"400277","005","425231",160000
"400292","005","425231",80000
"400312","005","425231",0
"400328","005","425231",0
"400371","005","425231",0
"400416","005","425231",10000
"400447","005","425231",0
"400478","005","425231",0
"400484","005","425231",70000
"400572","005","425231",40000
"400581","005","425231",0
"400597","005","425231",0
"400601","005","425231",0
"400654","005","425231",0
"400751","005","425231",60000
"400912","005","425231",580000
"401294","005","425231",0
"401339","005","425231",1060000
"401370","005","425231",1120000
"401433","005","425231",2240000
"401612","005","425231",0
"401948","005","425231",220000
"401988","005","425231",50000
"401989","005","425231",0
"401996","005","425231",0
"402013","005","425231",30000
"402021","005","425231",0
"402023","005","425231",0
"402025","005","425231",30000
"402026","005","425231",10000
"402028","005","425231",10000
"402033","005","425231",0
"402034","005","425231",20000
"402036","005","425231",0
"402037","005","425231",4950000
"402038","005","425231",60000
"402039","005","425231",60000
"402252","005","425231",0
"402387","005","425231",0
"402501","005","425231",0
"402588","005","425231",370000
"402614","005","425231",40000
"402903","005","425231",0
"403416","005","425231",10000
"403419","005","425231",0
