"KDSATKER","MAX(REVISION_NUMBER)"
"637504",6
"637511",9
"637525",5
"637532",5
"637546",6
"637550",5
"637567",8
"637571",8
"637588",10
"637592",10
"637600",6
"637614",7
"637615",9
"637616",12
"637617",9
"637618",10
"637619",8
"638002",3
"638003",3
"638007",4
"638009",5
"638011",2
"638013",5
"638015",4
"638017",7
"638020",5
"638021",2
"638023",10
"638025",3
"638027",5
"638029",2
"638031",3
"638033",2
"638035",3
"638037",3
"638039",5
"638041",3
"638043",10
"638045",6
"638049",5
"639104",1
"639105",1
"639106",3
"639107",2
"639108",2
"639109",3
"639111",5
"639112",1
"639113",1
"639114",2
"639115",1
"639116",1
"639117",1
"639118",1
"639119",2
"639120",2
"639121",2
"639122",2
"639123",6
"639125",1
"639126",1
"639127",4
"639128",1
"639129",1
"639130",1
"639133",4
"639134",1
"639135",1
"639136",1
"639962",3
"639979",5
"639983",5
"639990",3
"640001",1
"640002",1
"640003",1
"640004",3
"640006",2
"640007",1
"640008",4
"640009",12
"640010",4
"640012",3
"640013",3
"640014",1
"640015",2
"640016",2
"640017",1
"640018",2
"640019",2
"640020",2
"640021",4
"640022",2
"640023",2
"640024",3
"640025",3
"640026",2
"640027",2
"640028",5
"640029",6
"640030",2
"640031",4
"640032",2
"640034",4
"640036",4
"640037",2
"640038",3
"640040",5
"640061",4
"640075",5
"640082",4
"640096",4
"640101",7
"640118",6
"640122",5
"640139",3
"640143",3
"640150",3
"640164",3
"640171",6
"640185",6
"640192",3
"640207",3
"640211",5
"640228",2
"640232",2
"640249",3
"640253",2
"640260",3
"640274",3
"640281",1
"640300",5
"640321",3
"640338",4
"640342",4
"640359",3
"640363",4
"640370",2
"640384",3
"640391",2
"640406",2
"640410",3
"640427",2
"640431",2
"640448",2
"640452",3
"640469",2
"640473",3
"640480",3
"640494",3
"640502",4
"640516",3
"640520",2
"640537",2
"640541",4
"640558",2
"640562",4
"640583",1
"640590",4
"640612",4
"640630",4
"640647",3
"640651",3
"640668",3
"640672",4
"640689",4
"640693",3
"640701",4
"640715",3
"640722",4
"640736",4
"640740",2
"640757",3
"640761",4
"640778",2
"640782",3
"640799",3
"640804",5
"640811",4
"640825",3
"640832",4
"640846",4
"640850",4
"640871",5
"640892",5
"640900",3
"640914",3
"640921",6
"640935",4
"640942",5
"640956",6
"640960",5
"640977",5
"640981",3
"640998",4
"641000",4
"641017",3
"641021",3
"641042",4
"641059",3
"641063",5
"641070",3
"641084",4
"641091",4
"641110",7
"641148",2
"641152",3
"641169",2
"641173",5
"641180",4
"641194",3
"641202",1
"641216",2
"641220",3
"641241",3
"641258",4
"641262",4
"641279",3
"641283",3
"641290",3
"641305",3
"641326",5
"641351",3
"641368",3
"641372",3
"641389",4
"641393",4
"641401",3
"641410",6
"641415",3
"641422",3
"641436",3
"641440",2
"641457",3
"641461",4
"641478",3
"641482",3
"641499",3
"641504",3
"641511",3
"641525",3
"641546",5
"641567",4
"641571",3
"641588",3
"641592",3
"641600",3
"641614",4
"641621",3
"641635",4
"641642",3
"641656",3
"641660",3
"641677",3
"641681",3
"641698",4
"641703",5
"641724",3
"641731",3
"641745",3
"641752",5
"641766",3
"641770",5
"641787",3
"641792",7
"641793",5
"641809",6
"641834",6
"641841",4
"641855",4
"641862",3
"641876",4
"641880",3
"641897",4
"641902",3
"641919",4
"641923",5
"641930",3
"641944",3
"641951",2
"641952",3
"641965",2
"641972",3
"641986",2
"641990",2
"642005",2
"642012",5
"642013",6
"642014",5
"642023",3
"642024",4
"642027",3
"642030",5
"642033",3
"642034",3
"642035",2
"642036",4
"642038",3
"642043",3
"642044",3
"642051",3
"642053",3
"642054",2
"642063",5
"642064",2
"642068",3
"642072",2
"642073",3
"642074",3
"642083",3
"642084",2
"642089",2
"642093",3
"642094",3
"642095",3
"642101",3
"642115",3
"642122",3
"642136",3
"642140",4
"642157",3
"642158",4
"642161",2
"642178",2
"642182",4
"642199",2
"642204",5
"642211",8
"642232",1
"642267",3
"642271",5
"642314",2
"642321",3
"642335",5
"642342",1
"642356",2
"642377",3
"642381",18
"642398",6
"642403",6
"642424",3
"642445",6
"642491",3
"642509",3
"642534",4
"642541",3
"642555",5
"642562",5
"642576",6
"642619",3
"642623",2
"642644",2
"642651",4
"642665",4
"642672",3
"642686",2
"642690",4
"642708",4
"642712",4
"642733",6
"642754",4
"642761",4
"642775",5
"642782",1
"642796",5
"642801",4
"642818",4
"642822",3
"642839",3
"642911",4
"642932",3
"642949",3
"642953",4
"642960",6
"642974",3
"642981",2
"642995",3
"643000",2
"643014",4
"643021",4
"643035",2
"643042",3
"643056",1
"643060",3
"643077",1
"643081",3
"643098",3
"643103",4
"643110",4
"643124",3
"643131",4
"643145",3
"643152",3
"643166",3
"643170",3
"643187",3
"643209",7
"643220",5
"643234",4
"643241",5
"643255",4
"643262",4
"643276",3
"643308",4
"643340",5
"643344",4
"643351",5
"643365",4
"643372",5
"643386",4
"643390",3
"643412",5
"643429",4
"643433",7
"643440",4
"643454",5
"643461",5
"643475",4
"643482",4
"643496",4
"643501",3
"643518",4
"643522",4
"643539",4
"643543",6
"643550",5
"643564",4
"643571",5
"643585",6
"643592",8
"643607",4
"643611",3
"643628",4
"643632",5
"643649",4
"643653",3
"643660",4
"643674",4
"643681",4
"643695",4
"643700",1
"643717",1
"643721",3
"643738",4
"643759",7
"643770",2
"643784",2
"643791",2
"643806",3
"643810",4
"643827",4
"643831",5
"643848",5
"643852",5
"643869",4
"643873",4
"643880",4
"643894",4
"643902",1
"643916",3
"643920",3
"643937",3
"643941",5
"643962",5
"643983",5
"643990",3
"644002",4
"644003",1
"644004",2
"644019",4
"644023",3
"644030",4
"644044",6
"644051",3
"644065",4
"644113",6
"644175",4
"644182",5
"644196",3
"644201",5
"644218",6
"644222",3
"644223",4
"644239",3
"644243",4
"644250",3
"644264",3
"644271",3
"644285",3
"644292",3
"644307",3
"644311",3
"644328",5
"644332",4
"644349",4
"644353",3
"644360",5
"644374",4
"644381",5
"644395",3
"644400",4
"644417",4
"644421",5
"644438",1
"644442",1
"644459",2
"644463",3
"644470",2
"644484",3
"644491",4
"644506",3
"644510",3
"644527",3
"644531",4
"644548",4
"644552",4
"644569",4
"644580",6
"644602",7
"644616",3
"644620",2
"644637",4
"644641",4
"644658",5
"644662",3
"644679",5
"644683",4
"644690",4
"644705",3
"644712",4
"644726",3
"644730",3
"644747",4
"644751",4
"644768",2
"644772",3
"644789",3
"644793",3
"644801",3
"644815",2
"644836",5
"644861",2
"644878",3
"644882",3
"644899",4
"644904",5
"644911",3
"644925",3
"644932",3
"644946",3
"644950",3
"644967",3
"644971",4
"644988",6
"644992",5
"645007",4
"645011",4
"645028",4
"645032",4
"645053",5
"645074",6
"645081",3
"645095",5
"645100",3
"645117",3
"645121",6
"645138",4
"645142",4
"645159",5
"645163",5
"645170",4
"645184",7
"645191",4
"645206",6
"645210",4
"645227",4
"645231",4
"645248",6
"645252",4
"645269",4
"645273",4
"645280",4
"645294",4
"645302",5
"645316",4
"645337",5
"645358",5
"645362",3
"645379",4
"645383",4
"645390",4
"645405",5
"645412",5
"645426",4
"645430",5
"645447",5
"645451",5
"645468",6
"645472",4
"645489",3
"645493",3
"645501",3
"645515",3
"645522",3
"645536",3
"645540",3
"645561",4
"645582",4
"645599",2
"645604",3
"645611",3
"645625",2
"645632",4
"645646",4
"645650",3
"645667",3
"645671",3
"645688",3
"645691",3
"645692",3
"645693",4
"645700",3
"645714",4
"645721",3
"645735",3
"645742",4
"645756",4
"645760",3
"645777",3
"645781",5
"645798",1
"645803",7
"645824",5
"645852",3
"645866",3
"645870",3
"645887",6
"645891",4
"645909",4
"645913",5
"645920",6
"645934",4
"645941",4
"645955",6
"645962",3
"645976",2
"645980",3
"645997",3
"646002",2
"646016",3
"646020",4
"646041",5
"646062",5
"646079",3
"646083",3
"646090",3
"646105",4
"646112",4
"646126",5
"646130",3
"646151",2
"646168",4
"646172",3
"646189",3
"646193",3
"646201",1
"646215",3
"646222",2
"646236",2
"646257",3
"646261",1
"646282",7
"646304",3
"646307",4
"646311",4
"646325",2
"646346",4
"646350",5
"646371",2
"646400",6
"646414",3
"646420",3
"646421",3
"646435",3
"646442",4
"646456",3
"646460",3
"646477",3
"646481",2
"646498",3
"646503",3
"646510",4
"646524",3
"646531",3
"646545",3
"646552",3
"646566",4
"646570",4
"646587",3
"646591",3
"646609",4
"646613",3
"646620",5
"646634",4
"646641",1
"646655",5
"646662",2
"646676",1
"646680",1
"646697",3
"646702",3
"646723",6
"646751",1
"646765",2
"646772",3
"646786",3
"646790",5
"646808",2
"646812",2
"646833",3
"646840",2
"646854",4
"646861",4
"646875",3
"646882",4
"646896",3
"646901",3
"646918",3
"646939",5
"646964",3
"646971",3
"646985",3
"646992",3
"647004",4
"647011",2
"647025",3
"647032",3
"647046",2
"647050",4
"647067",3
"647071",3
"647088",4
"647092",3
"647100",2
"647114",2
"647121",3
"647142",4
"647160",2
"647177",5
"647181",3
"647198",3
"647203",5
"647210",6
"647224",3
"647231",5
"647245",7
"647252",3
"647266",3
"647270",3
"647287",2
"647291",3
"647309",5
"647313",5
"647320",2
"647326",6
"647334",2
"647341",2
"647355",3
"647397",2
"647402",3
"647419",5
"647423",3
"647430",4
"647444",5
"647451",4
"647465",3
"647472",4
"647486",2
"647490",4
"647508",3
"647512",3
"647529",1
"647533",3
"647540",3
"647554",3
"647561",3
"647582",5
"647601",5
"647618",3
"647622",4
"647639",4
"647643",3
"647650",4
"647664",3
"647671",4
"647685",3
"647692",4
"647707",5
"647711",3
"647728",6
"647732",2
"647749",2
"647753",3
"647927",4
"647931",3
"647973",5
"647980",5
"647994",7
"648020",7
"648130",4
"648172",4
"648208",7
"648209",4
"648254",6
"648261",2
"648275",5
"648339",5
"648364",4
"648385",1
"648392",6
"648453",3
"648521",11
"648538",7
"648542",6
"648559",7
"648563",7
"648570",4
"648584",6
"648591",5
"648606",7
"648610",5
"648627",6
"648631",22
"648632",16
"648633",8
"648634",8
"648635",5
"648636",6
"648637",10
"648638",17
"648648",7
"648649",4
"648650",2
"648651",5
"648652",14
"648653",3
"648654",5
"648655",4
"648656",7
"648657",7
"648658",7
"648659",6
"648660",4
"648661",5
"648662",6
"648663",5
"648664",5
"648669",7
"648673",11
"648680",7
"648694",3
"648702",4
"648716",3
"648720",5
"648737",7
"648741",17
"648762",7
"648779",4
"648783",4
"648790",4
"648805",5
"648812",4
"648826",3
"648830",5
"648847",5
"648851",3
"648868",4
"648872",4
"648889",5
"648893",6
"648901",6
"648915",5
"648922",5
"648961",5
"648990",8
"648991",5
"648992",9
"648993",6
"648994",4
"648995",5
"648996",5
"648997",3
"648999",14
"649001",13
"649002",2
"649003",4
"649004",5
"649005",2
"649006",2
"649007",3
"649008",4
"649009",2
"649011",2
"649012",3
"649013",3
"649014",3
"649015",3
"649017",3
"649018",8
"649019",4
"649022",10
"649023",9
"649024",7
"649025",5
"649026",7
"649027",4
"649028",3
"649029",5
"649030",5
"649040",4
"649044",5
"649045",9
"649046",10
"649047",6
"649048",5
"649049",5
"649174",8
"649195",10
"649200",6
"649259",8
"649270",7
"649291",8
"649402",7
"649416",6
"649420",7
"649437",9
"649441",10
"649458",6
"649505",5
"649512",4
"649526",2
"649530",5
"649551",5
"649568",4
"649572",2
"649589",10
"649593",6
"649601",5
"649615",2
"649622",4
"649636",3
"649640",2
"649657",2
"649661",7
"649678",3
"649682",2
"649684",3
"649688",4
"649699",6
"649704",6
"649711",10
"649725",6
"649732",4
"649746",2
"649750",5
"649767",5
"649771",3
"649788",5
"649792",4
"649800",4
"649814",5
"649821",4
"649835",3
"649842",5
"649856",4
"649877",7
"649898",7
"649903",7
"649910",10
"649911",4
"649924",6
"649931",5
"649945",14
"649952",10
"649966",6
"649970",6
"649987",7
"649991",5
"650002",10
"650005",5
"650007",6
"650016",4
"650020",6
"650021",3
"650023",2
"650025",7
"650037",5
"650038",9
"650039",1
"650040",5
"650041",6
"650042",3
"650043",3
"650044",10
"650045",5
"650046",4
"650047",5
"650048",5
"650049",3
"650050",1
"650058",3
"650059",1
"650061",1
"650062",3
"650065",4
"650067",2
"650068",1
"650069",1
"650079",4
"650080",6
"650081",3
"650082",3
"650083",4
"650084",3
"650085",3
"650086",10
"650087",1
"650088",1
"650089",1
"650090",5
"650091",6
"650092",5
"650093",5
"650094",6
"650095",7
"650096",4
"650101",2
"650102",7
"650103",6
"650105",8
"650106",7
"650107",3
"650108",3
"650112",3
"650113",3
"650126",8
"650127",7
"650128",5
"650129",3
"650130",4
"650131",4
"650132",1
"650133",2
"650147",8
"650148",9
"650149",3
"650150",3
"650151",10
"650152",8
"650153",3
"650154",3
"650190",6
"650194",3
"650202",4
"650216",3
"650223",4
"650236",6
"650311",6
"650325",5
"650332",5
"650346",6
"650350",2
"650367",2
"650371",3
"650388",4
"650392",3
"650400",6
"650414",4
"650421",5
"650435",4
"650447",4
"650456",5
"650460",5
"650481",2
"650498",3
"650503",4
"650524",3
"650531",3
"650545",3
"650552",3
"650566",3
"650570",3
"650587",3
"650591",3
"650613",2
"650641",3
"650655",3
"650680",4
"650697",4
"650702",5
"650719",9
"650723",1
"650730",3
"650751",3
"650752",6
"650753",4
"650754",3
"650765",3
"650772",4
"650786",3
"650790",4
"650808",3
"650812",3
"650829",3
"650833",5
"650840",5
"650864",4
"650875",3
"650896",4
"650918",3
"650922",4
"650939",3
"650943",3
"650950",4
"650964",3
"650971",3
"650985",2
"650992",5
"651004",3
"651011",3
"651025",3
"651032",4
"651046",3
"651050",4
"651067",6
"651071",3
"651088",3
"651100",2
"651114",3
"651121",1
"651135",5
"651177",4
"651181",3
"651198",5
"651203",5
"651210",2
"651224",3
"651231",3
"651245",3
"651252",3
"651266",4
"651287",3
"651291",4
"651320",4
"651334",4
"651341",3
"651376",4
"651380",5
"651397",1
"651402",3
"651430",4
"651444",5
"651451",3
"651465",4
"651472",4
"651486",4
"651490",5
"651508",2
"651512",2
"651529",4
"651554",3
"651561",3
"651575",1
"651582",3
"651622",3
"651639",2
"651650",4
"651664",2
"651671",3
"651685",3
"651707",4
"651711",4
"651728",1
"651732",8
"651753",3
"651760",3
"651781",1
"651795",3
"651821",3
"651842",3
"651859",2
"651863",3
"651870",12
"651884",4
"651891",3
"651906",5
"651910",6
"651927",3
"651931",4
"651948",3
"651969",3
"651994",6
"652005",11
"652009",3
"652013",7
"652020",5
"652021",3
"652034",6
"652035",3
"652041",5
"652042",3
"652055",4
"652056",3
"652062",4
"652063",2
"652076",6
"652077",3
"652080",4
"652081",1
"652097",5
"652098",2
"652102",3
"652103",3
"652119",3
"652123",5
"652124",3
"652130",4
"652131",3
"652151",7
"652165",7
"652172",8
"652186",9
"652190",9
"652208",10
"652212",8
"652229",8
"652233",9
"652240",7
"652254",9
"652261",12
"652276",4
"652283",3
"652297",3
"652302",4
"652319",4
"652323",5
"652340",4
"652344",3
"652351",3
"652365",3
"652372",4
"652386",4
"652393",6
"652408",5
"652412",4
"652429",3
"652433",12
"652449",4
"652453",4
"652460",6
"652474",11
"652495",6
"652517",8
"652521",5
"652538",6
"652542",6
"652559",9
"652563",7
"652570",10
"652584",7
"652591",3
"652606",6
"652610",4
"652627",8
"652827",3
"652831",6
"652852",4
"652869",10
"652873",9
"652890",4
"652902",12
"652916",5
"652923",5
"652937",7
"652941",5
"652958",4
"652962",4
"652979",3
"652983",6
"653000",4
"653002",5
"653019",4
"653023",6
"653040",5
"653044",5
"653051",5
"653065",3
"653072",5
"653086",3
"653093",4
"653108",5
"653112",4
"653129",6
"653133",5
"653150",8
"653154",4
"653161",4
"653175",4
"653182",7
"653196",5
"653201",5
"653218",5
"653222",5
"653239",9
"653243",4
"653260",4
"653264",3
"653271",3
"653285",4
"653292",4
"653307",3
"653311",3
"653328",3
"653332",6
"653349",3
"653353",3
"653370",5
"653374",4
"653381",4
"653395",8
"653403",4
"653417",5
"653421",4
"653438",5
"653442",5
"653458",4
"653459",3
"653505",3
"653512",5
"653526",2
"653530",7
"653547",7
"653551",7
"653568",8
"653572",5
"653589",10
"653594",10
"653636",6
"653637",5
"653638",4
"653639",2
"653640",8
"653641",2
"653642",3
"653643",6
"653644",4
"653645",2
"653657",8
"653658",6
"653659",2
"653660",1
"653661",8
"653662",6
"653663",5
"653664",3
"653678",10
"653679",8
"653680",5
"653681",5
"653682",7
"653683",5
"653684",5
"653685",3
"653699",6
"653700",5
"653701",3
"653704",5
"653705",3
"653706",9
"653707",3
"653708",2
"653711",8
"653712",4
"653713",5
"653714",1
"653716",2
"653718",3
"653725",5
"653726",4
"653727",3
"653728",1
"653731",2
"653732",8
"653733",7
"653734",3
"653735",4
"653746",9
"653747",9
"653748",11
"653750",9
"653752",5
"653753",6
"653754",5
"653755",4
"653757",5
"653758",5
"653767",4
"653768",4
"653769",2
"653770",2
"653771",7
"653774",3
"653775",6
"653776",4
"653777",3
"653779",4
"653781",4
"653788",11
"653789",7
"653790",6
"653791",4
"653792",5
"653794",6
"653795",4
"653796",8
"653797",3
"653798",4
"653799",3
"653800",5
"653801",3
"653802",3
"653803",4
"653804",1
"653805",1
"653806",2
"653807",1
"653814",4
"653815",7
"653816",4
"653817",2
"653818",1
"653819",2
"653821",1
"653822",2
"653823",3
"653824",1
"653835",5
"653836",3
"653837",2
"653838",1
"653840",2
"653841",2
"653842",6
"653843",4
"653844",4
"653848",1
"653856",4
"653857",6
"653858",1
"653859",1
"653860",7
"653862",2
"653864",2
"653865",4
"653866",4
"653867",2
"653877",7
"653878",7
"653879",3
"653880",3
"653881",8
"653882",9
"653883",3
"653888",3
"653898",6
"653899",5
"653900",3
"653901",3
"653903",5
"653904",6
"653905",2
"653906",1
"653907",1
"653908",5
"653909",4
"653910",10
"653945",4
"653970",6
"654094",5
"654095",8
"654096",4
"654097",3
"654098",6
"654102",3
"654116",6
"654120",4
"654137",5
"654141",6
"654158",6
"654162",5
"654183",5
"654190",5
"654205",6
"654206",6
"654207",7
"654212",4
"654226",6
"654230",7
"654247",9
"654251",3
"654289",11
"654293",6
"654301",9
"654315",6
"654322",10
"654336",10
"654340",6
"654357",7
"654361",9
"654378",6
"654382",10
"654399",8
"654404",8
"654411",9
"654425",10
"654432",7
"654446",8
"654450",9
"654467",12
"654471",10
"654488",9
"654492",6
"654500",11
"654514",9
"654521",7
"654535",11
"654542",13
"654556",7
"654560",7
"654577",10
"654581",8
"654598",7
"654603",9
"654687",2
"654691",3
"654720",3
"654734",4
"654741",4
"654776",6
"654797",5
"654802",7
"654819",3
"654823",3
"654851",4
"654872",4
"654886",3
"654912",2
"654940",3
"654954",4
"655022",3
"655057",3
"655078",5
"655099",5
"655111",3
"655167",4
"655188",4
"655192",3
"655214",2
"655242",3
"655260",6
"655277",1
"655298",7
"655303",3
"655310",4
"655324",8
"655331",7
"655345",5
"655352",7
"655366",7
"655370",8
"655387",10
"655391",6
"655409",5
"655413",6
"655420",5
"655434",6
"655441",5
"655476",4
"655480",7
"655497",7
"655502",7
"655519",11
"655523",7
"655530",7
"655544",4
"655565",4
"655572",3
"655608",6
"655612",7
"655629",10
"655633",6
"655640",9
"655654",6
"655661",6
"655675",9
"655682",8
"655696",10
"655701",10
"655718",6
"655722",8
"655739",14
"655743",9
"655750",6
"655764",13
"655771",10
"655785",8
"655792",12
"655807",10
"655811",10
"655828",10
"655832",8
"655849",7
"655853",7
"655860",7
"655874",7
"655881",7
"655895",6
"655900",9
"655917",7
"655921",7
"655938",7
"655942",7
"655959",7
"655963",7
"655970",5
"655984",9
"655991",7
"656003",7
"656010",8
"656024",7
"656031",7
"656045",7
"656052",7
"656066",7
"656070",8
"656087",10
"656091",9
"656109",8
"656113",8
"656120",8
"656134",9
"656141",7
"656155",9
"656162",9
"656176",11
"656180",8
"656197",7
"656202",9
"656219",8
"656223",9
"656230",8
"656244",7
"656251",10
"656265",9
"656272",10
"656286",10
"656290",9
"656308",7
"656312",7
"656329",8
"656333",5
"656340",9
"656354",12
"656361",8
"656375",8
"656382",13
"656396",9
"656401",14
"656418",9
"656422",10
"656439",24
"656443",7
"656450",14
"656464",12
"656471",13
"656485",9
"656492",10
"656507",9
"656511",8
"656528",11
"656532",12
"656549",14
"656553",9
"656560",8
"656574",10
"656581",13
"656595",10
"656600",9
"656617",9
"656621",12
"656638",8
"656642",7
"656659",9
"656663",9
"656670",8
"656684",7
"656691",8
"656706",10
"656710",8
"656727",7
"656731",10
"656748",7
"656752",7
"656769",7
"656773",9
"656780",7
"656794",9
"656802",9
"656816",11
"656820",8
"656837",11
"656841",17
"656858",13
"656862",9
"656879",13
"656883",5
"656890",9
"656905",7
"656912",7
"656926",7
"656930",7
"656947",13
"656951",11
"656968",11
"656972",6
"656989",6
"656993",12
"657008",8
"657012",9
"657029",7
"657033",5
"657040",8
"657054",8
"657061",7
"657075",7
"657082",7
"657096",8
"657101",10
"657118",6
"657122",8
"657139",7
"657143",9
"657150",8
"657164",8
"657171",9
"657185",10
"657192",8
"657207",11
"657211",8
"657228",7
"657232",7
"657249",9
"657253",8
"657260",8
"657274",7
"657281",7
"657295",16
"657300",8
"657317",7
"657321",7
"657338",9
"657342",8
"657359",7
"657363",7
"657370",7
"657384",8
"657391",9
"657406",7
"657410",8
"657427",8
"657431",6
"657448",8
"657452",13
"657469",8
"657473",8
"657480",8
"657494",7
"657502",7
"657516",9
"657520",10
"657537",7
"657541",12
"657558",8
"657562",7
"657579",9
"657583",8
"657590",7
"657605",8
"657612",7
"657626",9
"657630",9
"657647",7
"657651",7
"657668",9
"657672",8
"657689",8
"657693",8
"657701",9
"657715",8
"657722",9
"657736",11
"657740",11
"657757",10
"657761",8
"657778",9
"657782",10
"657799",9
"657804",10
"657811",8
"657825",10
"657832",8
"657846",9
"657850",9
"657867",9
"657871",7
"657888",10
"657892",7
"657900",9
"657914",7
"657921",8
"657935",8
"657942",8
"657956",7
"657960",9
"657977",11
"657981",7
"657998",10
"658000",14
"658017",7
"658021",7
"658038",8
"658042",8
"658063",8
"658070",8
"658084",7
"658091",8
"658106",7
"658110",9
"658127",8
"658131",8
"658148",8
"658152",8
"658169",8
"658173",9
"658180",7
"658194",10
"658202",9
"658216",5
"658220",11
"658237",9
"658241",9
"658258",8
"658262",7
"658279",10
"658283",11
"658290",11
"658305",10
"658312",12
"658326",14
"658330",11
"658347",14
"658351",8
"658368",8
"658372",12
"658389",12
"658393",12
"658401",15
"658415",19
"658422",18
"658436",14
"658440",7
"658457",9
"658461",6
"658478",7
"658482",12
"658499",12
"658504",7
"658511",10
"658525",11
"658532",7
"658546",18
"658550",9
"658567",9
"658571",7
"658588",7
"658592",13
"658600",11
"658614",7
"658621",10
"658635",8
"658642",8
"658656",7
"658660",9
"658677",9
"658681",11
"658698",8
"658703",7
"658710",8
"658724",7
"658731",8
"658745",7
"658752",7
"658766",8
"658770",8
"658787",7
"658791",7
"658809",8
"658813",11
"658820",7
"658834",7
"658841",7
"658862",6
"658880",8
"658897",5
"658902",7
"658919",9
"658923",8
"658930",5
"658944",7
"658951",7
"658965",16
"658972",7
"658986",8
"658990",8
"659005",8
"659012",7
"659026",6
"659030",9
"659047",8
"659051",7
"659068",8
"659072",7
"659089",7
"659093",7
"659101",7
"659115",9
"659122",7
"659136",7
"659140",10
"659157",11
"659161",9
"659178",11
"659182",8
"659199",7
"659204",13
"659211",8
"659225",15
"659232",8
"659246",7
"659250",6
"659267",9
"659271",6
"659288",7
"659292",6
"659300",7
"659314",7
"659321",11
"659335",11
"659342",8
"659356",7
"659360",7
"659377",7
"659381",10
"659398",10
"659403",6
"659410",8
"659424",6
"659431",11
"659445",11
"659452",7
"659466",7
"659470",6
"659487",9
"659491",10
"659509",8
"659513",9
"659520",7
"659534",7
"659541",8
"659555",7
"659562",7
"659576",6
"659580",5
"659597",7
"659602",8
"659619",6
"659623",6
"659630",8
"659644",8
"659651",7
"659665",9
"659672",8
"659686",7
"659690",6
"659708",7
"659712",5
"659729",8
"659733",8
"659740",7
"659754",5
"659761",6
"659775",6
"659782",6
"659796",8
"659801",8
"659818",8
"659822",10
"659839",7
"659843",9
"659850",9
"659864",6
"659871",5
"659885",12
"659892",7
"659907",7
"659911",9
"659928",8
"659932",6
"659949",8
"659953",9
"659960",10
"659974",10
"659981",7
"659995",10
"660003",7
"660010",8
"660024",2
"660056",3
"660066",8
"660070",4
"660087",6
"660091",4
"660109",3
"661008",3
"661012",4
"661029",2
"661033",6
"661040",3
"661061",4
"661075",3
"661082",4
"661096",2
"661101",2
"661118",3
"661122",6
"661139",5
"661143",7
"661150",2
"661164",1
"661171",2
"661185",3
"661192",1
"661207",3
"661211",1
"661228",5
"661232",3
"661249",3
"661253",3
"661260",1
"661274",2
"661281",1
"661295",3
"661300",3
"661317",2
"661321",4
"661338",3
"661342",4
"661359",5
"661363",3
"661370",3
"661384",3
"661391",1
"661406",7
"661410",4
"661427",4
"661431",3
"661448",2
"661452",1
"661469",1
"661473",3
"661480",2
"661516",3
"661520",5
"661537",4
"661541",3
"661558",4
"661562",3
"661579",3
"661583",5
"661590",1
"661605",1
"661612",3
"661626",2
"661630",3
"661647",2
"661651",2
"661668",2
"661672",3
"661689",4
"661693",2
"661701",3
"661715",1
"661722",5
"661736",4
"661740",4
"661757",2
"661761",4
"661778",2
"661782",3
"661799",2
"661804",4
"661811",5
"661825",5
"661846",3
"661850",1
"661867",4
"661871",3
"661888",6
"661892",3
"661900",3
"661914",3
"661921",4
"661935",1
"661942",4
"661956",2
"661960",3
"661977",5
"661981",1
"661998",7
"662000",1
"662017",1
"662021",3
"662038",4
"662042",2
"662059",2
"662063",2
"662070",2
"662106",3
"662110",1
"662127",2
"662131",4
"662148",3
"662152",3
"662169",3
"662173",5
"662180",2
"662194",1
"662202",4
"662216",4
"662220",3
"662237",4
"662241",2
"662258",3
"662262",2
"662279",2
"662305",2
"662312",3
"662326",4
"662330",3
"662347",3
"662351",1
"662368",3
"662372",3
"662389",3
"662393",5
"662401",2
"662415",4
"662422",5
"662436",5
"662440",4
"662457",4
"662461",3
"662478",3
"662482",4
"662499",4
"662504",5
"662511",5
"662525",1
"662532",3
"662546",5
"662550",7
"662567",3
"662571",4
"662588",1
"662592",1
"662614",9
"662621",5
"662635",5
"662642",4
"662656",5
"662660",6
"662677",7
"662681",7
"662698",5
"662703",3
"662710",5
"662724",6
"662745",11
"662752",3
"662766",13
"662770",3
"662787",12
"662788",8
"662789",5
"662791",6
"662809",5
"662813",5
"662815",3
"662816",5
"662820",3
"662834",7
"662855",7
"662862",5
"662876",10
"662880",9
"662897",5
"662945",3
"662952",6
"662967",5
"662968",7
"662972",3
"662973",1
"662986",3
"662990",4
"662991",3
"663012",5
"663013",4
"663026",4
"663027",2
"663030",4
"663031",2
"663047",3
"663048",3
"663052",2
"663073",3
"663090",4
"663122",8
"663136",5
"663157",9
"663161",5
"663162",3
"663178",6
"663179",3
"663182",3
"663183",3
"663199",5
"663200",3
"663204",4
"663205",3
"663211",6
"663212",4
"663225",4
"663226",3
"663232",4
"663233",4
"663246",2
"663247",3
"663250",6
"663251",4
"663267",5
"663268",2
"663271",3
"663272",3
"663288",3
"663289",3
"663292",4
"663293",4
"663300",5
"663301",4
"663314",3
"663315",2
"663321",3
"663335",5
"663336",3
"663342",4
"663343",2
"663356",3
"663357",2
"663360",4
"663361",2
"663377",3
"663378",2
"663381",6
"663382",4
"663398",6
"663399",3
"663403",8
"663404",5
"663410",6
"663424",15
"663431",9
"663445",7
"663466",4
"663470",8
"663487",6
"663491",5
"663509",6
"663513",11
"663520",6
"663534",5
"663541",9
"663555",4
"663562",8
"663576",5
"663597",4
"663619",8
"663623",7
"663630",5
"663644",4
"663651",7
"663665",4
"663672",5
"663712",9
"663729",3
"663733",8
"663740",5
"663754",6
"663761",5
"663775",5
